complex_text,simple_text
Castillon-en-Auge is a commune in the Calvados department in the Basse-Normandie region in northwestern France .,Castillon-en-Auge is a commune . It is found in the region Basse-Normandie in the Calvados department in the northwest of France .
"Other key components of a software system may use other licenses ; many libraries use the GNU Lesser General Public License ( LGPL ) , a more permissive variant of the GPL , and the X.org implementation of the X Window System uses the MIT License .","â Other key components of a Linux system may use other licenses ; many libraries use the GNU Lesser General Public License ( LGPL ) , a type of the GPL that is less restricted , and the X Window System uses the MIT License ."
Jainism is an Indian religion that prescribes pacifism and a path of non-violence towards all living beings .,Jainism is an ancient religion of India that teaches non-violence towards all living beings .
"In many of the recent games ( starting with Frogger : The Great Quest ) , Frogger is shown as bipedal , wearing a shirt with a crossed-out truck .",Frogger is very popular and there are many newer Frogger games .
"The best-known species is Cycas revoluta , widely cultivated under the name `` Sago Palm '' or `` King Sago Palm '' due to its palm-like appearance although it is not a true palm .","The probably best-known of these is cultivated and marketed as Sago Palm or King Sago Palm . The plant is not a true palm , however ."
"Raskolnikov , the anti-hero of Dostoevskyâ s novel Crime and Punishment , puts this philosophy into action when he kills an elderly pawnbroker and her sister , later rationalizing this act to himself with the words , '' ... it wasnâ t a human being I killed , it was a principle ! ''","â Raskolnikov , the anti-hero of Dostoevskyâ s novel Crime and Punishment , puts this philosophy into action when he kills an elderly pawnbroker and her sister , later rationalizing this act to himself with the words , â ... it wasnâ t a human being I killed , it was a principle !"
"Kakadu National Park will re-introduce a park use fee from April 2010 , to help manage the natural and cultural values of the park environment and improve visitor services .",Kakadu National Park brought in an entry fee in April 2010 . Money raised will help manage the natural and cultural values of the park environment and improve visitor services .
"Popular confections made from peanuts include salted peanuts , peanut butter ( sandwiches , peanut candy bars , peanut butter cookies , and cups ) , peanut brittle , and shelled nuts ( plain\/roasted ) .","The U.S. introduced the peanut to the tropical South America , and India , China , West Africa , and itself to become the largest commercial producers of peanuts . The peanut was grown mainly for its edible oil , except in the U.S. , where it was produced for grinding into peanut butter , for roasted , salted nuts ; and for use in candy and bakery products ."
"It flared up again briefly in 2000 when one of its leading figures , Ernst Nolte , was awarded a literary prize .","Its embers flared up again briefly in 2000 when one of the leading figures , Ernst Nolte , was awarded a literary prize ."
"In the Early Ordovician , trilobites were joined by many new types of organisms , including tabulate corals , strophomenid , rhynchonellid , and many new orthid brachiopods , bryozoans , planktonic graptolites and conodonts , and many types of molluscs and echinoderms , including the ophiuroids ( `` brittle stars '' ) and the first sea stars .","In the Lower Ordovician , trilobites were joined by many new brachiopods , bryozoans , planktonic graptolites and conodonts , and many types of molluscs and echinoderms , including the ophiuroids ( `` brittle stars '' ) and the first sea stars ."
It was the then colony 's capital until 1753 and has been the national capital continuously since 1852 .,SÃ # o TomÃ was the colony 's capital until 1753 . It has been the national capital since 1852 .
"In 1911 , the world 's first geothermal power plant was built in the Valle del Diavolo ( `` Devil 's Valley '' ) , named for the boiling water that rises there .","In 1911 , the world 's first geothermal power plant was built in the Valle del Diavolo ( `` Devil 's Valley '' ) , named for the boiling water in the area ."
"The traditional uses of chalk have in some cases been replaced by other substances , although the word `` chalk '' is often still applied to the usual replacements .",Chalk can write on a chalk Board .
"The FORTRAN defined by the first standard became known as FORTRAN 66 ( although many continued to refer to it as FORTRAN IV , the language upon which the standard was largely based ) . FORTRAN 66 effectively became the first `` industry-standard '' version of FORTRAN .","Several revisions of the language have appeared , including the very well known FORTRAN IV ( the same as FORTRAN 66 ) , FORTRAN 77 and Fortran 90 ."
"HotJava ( later called HotJava Browser to distinguish it from HotJava Views ) is a modular , extensible web browser from Sun Microsystems implemented in Java . It was the first browser to support Java applets , and was Sun 's demonstration platform for the then new technology .",HotJava is a web browser from Sun Microsystems that can execute Java applets .
"Paul Michael London ( born April 16 , 1980 ) is an American professional wrestler best known for his time with World Wrestling Entertainment ( WWE ) .","Paul Sanchez-Garcia London ( born April 16 , 1980 ) is an American professional wrestler . He was formally signed to World Wrestling Entertainment ( WWE ) performing on its Raw brand ."
"Naini Lake is deep , but , according to experts , the level of oxygen in the hypolimnic layer ( the bottom , colder , stagnant , and constant temperature layer ) is much lower than is required to sustain fish -- and this is mostly due to pollution , which includes illegal dumping of garbage .","Naini Lake has too low a level of oxygen in the bottom layer to sustain fish . This is mostly due to pollution , which includes illegal dumping of garbage ."
"Once the series had received the backing of the FIA , a management structure including new executive directors Brian Menell and Tony Teixeira were appointed to oversee the sale of franchises for the operation of international teams .",Brian Menell and Tony Teixeira were appointed to run the sale of franchises .
"Upon his death in 1885 , his 23-year-old son Walter took over and continued the competition with the old Philharmonic .","When he died in 1885 , his 23-year-old son Walter Johannes Damrosch took over and continued the competition with the old Philharmonic ."
"In 2005 , he was signed by Arsenal de SarandÃ of the Argentine Primera DivisiÃ n , where he spent two seasons .",His last club in Argentina was Arsenal de SarandÃ ( Primera DivisiÃ n ) where he played two seasons .
The Council is also responsible for organizing the Assembly meetings and for facilitating communication between the Assembly and the Directorate .,The Council is also responsible for organizing the Assembly meetings and for helping communication between the Assembly and the Directorate .
Truttemer-le-Grand is a commune in the Calvados department in the Basse-Normandie region in northwestern France .,Truttemer-le-Grand is a commune . It is found in the region Basse-Normandie in the Calvados department in the northwest of France .
"A copy published in 1847 called it `` Himno Nacional Argentino '' , a name that has remained until today . Its lyrics were written by Vicente LÃ pez y Planes , and the music was composed by Blas Parera .","The lyrics of the Himno Nacional Argentino ( the national anthem of Argentina ) were written by Vicente LÃ pez y Planes , and the music was composed by Blas Parera ."
"Henry was given a first-rate education from leading tutors , becoming fluent in Latin , French , and Spanish .","He could speak fluent Latin , French and Spanish ."
"Winger , in the game of hockey , is a forward position of a player whose primary zone of play on the ice is along the outer playing area . They typically work by flanking the center forward .","Winger , in hockey , is a forward position of a player who is on either side of the center forward , often along the playing area ."
"In addition , some suggest that the Bronze-tailed Barbthroat ( T. n. loehkeni ) should also be considered a valid species and include the doubtful Christina 's Barbthroat ( T. n. christinae ) as a subspecies .","Not only that , but some suggest that the Bronze-tailed Barbthroat ( T. n. loehkeni ) should also be thought a valid species and have the doubtful Christina 's Barbthroat ( T. n. christinae ) as a subspecies ."
"The word `` lesbian '' is derived from the name of the Greek island of Lesbos , home to the 6th-century BCE poet Sappho .","An ancient poet , Sappho , lived on Lesbos ."
"Some Toy Fox Terrier breeders can trace their dogsâ lineage back to a Smooth Fox Terrier called `` Foiler '' , the first fox terrier registered by the Kennel Club in Britain , circa 1875-76 . It is believed that careful breeding from smaller Smooth Fox Terriers without crosses to other toy breeds such as Manchester Terrier and Chihuahua resulted in the Toy Fox Terrier of today .","The Toy Fox Terrier ( also known as American Toy Terrier , Amertoy ) is a small terrier breed of dogs ."
"The art sites of Ubirr , Burrunguy ( Nourlangie Rock ) and Nanguluwur are internationally recognized as outstanding examples of Aboriginal rock art .","The art sites of Ubirr , Nourlangie Rock and Nanguluwur are world famous as examples of Aboriginal rock art ."
"Ä ajev is small village near Humpolec in the PelhÅ imov District , VysoÄ ina Region of the Czech Republic .","Ä ajev is small village near Humpolec in the HavlÃ Ä kÅ v Brod District , VysoÄ ina Region of the Czech Republic ."
"The main sights of Ennetmoos are : the church St. Jakob , the chapel St. Leonhard in Rohren , the chapel St. Magnus in Allweg , a monument ( Ã berfalldenkmal ) in Allweg , ruins at Rotzberg , the Stanserhorn mountain and resort , and the pilgrimage route St. Jakobsweg .","The main sights of Ennetmoos are the chapels of Saint Jakob , Saint Leonhard ( in Rohren ) , and Saint Magnus ( in Allweg ) , a monument ( Ã berfalldenkmal ) in Allweg , ruins at Rotzberg , the Stanserhorn mountain and resort , and the pilgrimage route St. Jakobsweg ."
"Blizzard of Ozz is the debut studio album by British singer\/songwriter Ozzy Osbourne , recorded in Surrey , UK and released on September 20 , 1980 in the UK and on March 27 , 1981 in the U.S. .","Blizzard of Ozz is a heavy metal album by Ozzy Osbourne , recorded in Surrey , UK and released on September 20 , 1980 in the UK and on January 15 , 1981 in the U.S. ."
Patrick John `` Paddy '' Hillery ( 2 May 1923 â `` 12 April 2008 ) was an Irish Fianna FÃ il politician and the sixth President of Ireland from 1976 until 1990 .,"Dr Patrick John Hillery ( ; 2 May , 1923 -- April 12 , 2008 ) is an Irish Fianna FÃ il politician and the sixth President of Ireland from 1976 until 1990 ."
"Clapton grew up with his grandmother , Rose , and her second husband Jack , believing they were his parents and that his mother was his older sister .",Clapton was raised believing his mother was his sister .
"Up until 1979 , most seasons saw only the highest-scoring driver in each race for each constructor contributing points towards the Championship .","For most seasons up until 1979 , a constructor was awarded only the points from the highest-scoring driver in each race ."
"Pontedera is an Italian industrial town in Tuscany , Italy , in the administrative province of Pisa .","Pontedera is a small Italian industrial town in Tuscany , Italy , in the province of Pisa ."
"In addition to Texas State University and the San Marcos Baptist Academy , San Marcos is served by the San Marcos Consolidated Independent School District .",San Marcos is a city located in central Texas .
This template produces a series of links to various search interfaces to help find additional reference material for articles .,This template produces links to search engines to help find sources for articles .
"Some of the names for the various weights of yarn from finest to thickest are called lace , fingering , sport , double-knit ( or DK ) , worsted , aran ( or heavy worsted ) , bulky , and super-bulky .","Yarns come in many thicknesses or weights from fine to thick : lace , fingering , sock , sport , double-knit ( or DK ) , worsted , aran , bulky , and super-bulky ."
"Johann Christoph Friedrich von Schiller ( 10 November 1759-9 May 1805 ) was a German poet , philosopher , historian , and playwright .","Johann Christoph Friedrich von Schiller ( November 10 , 1759 in Marbach , WÃ 1\/4 rttemberg â `` May 9 , 1805 in Weimar ) , usually known as Friedrich Schiller , was a German poet , philosopher , historian , and dramatist ."
"The guqin is nearly always used a solo instrument , as its quietness of tone means that it can not compete with the sounds of most other instruments or an ensemble .","The guqin is nearly always used a solo single instrument , as its quietness of tone means that it can not be heard over the sounds of most other instruments or an ensemble ."
"Pedro Antonio Troglio ( born July 28 , 1965 in LujÃ n , Buenos Aires ) is a retired Argentine football player and manager .",Pedro Troglio ( born 28 July 1965 ) is a former Argentine football player .
"Daisuke Tonoike ( born January 29 , 1975 in Yokohama , Japan ) is a former Japanese football player .",Daisuke Tonoike ( born 29 January 1975 ) is a former Japanese football player .
"Calc also supports a wide range of other file formats , for both opening and saving files , such as CSV , HTML , SXC , DBF , DIF , UOF , SLK , SDC and others .","Calc also supports a wide range of other file formats , for both opening and saving files ."
"This research identifies this not only with Stillbay sites that date back to 72,000 BP but sites that could be as old as 164,000 BP .","This clue shows this not only with Stillbay sites that date back to 72,000 BP but sites that could be as old as 164,000 BP ."
"; abercrombie : Prep-school by Abercrombie & Fitch Themed as `` classic cool '' for kids 7 through 14 , this is the children 's version of Abercrombie & Fitch .","Abercrombie & Fitch ( A&F ) is an American clothing retailer sold as a lifestyle brand . The company has four brands : the Abercrombie & Fitch brand , abercrombie kids , Hollister Co. , and Gilly Hicks ."
"The first Formula 1 Japanese Grand Prix , in 1976 , was held at the Fuji Speedway , 40 m west of Yokohama .","The first Formula 1 Japanese Grand Prix , in , was held at the Fuji Speedway , west of Yokohama ."
"Larval and larviform female glowworms are predators , feeding on millipedes and other arthropods occurring in soil and litter .",The larvae and the females ( which keep their larval form ) ate predators . They feed on millipedes and other animals they find in the soil and litter .
"Cocteau used his contacts to get Genet 's novel published , and in 1949 , when Genet was threatened with a life sentence after ten convictions , Cocteau and other prominent figures , including Jean-Paul Sartre and Pablo Picasso , successfully petitioned the French President to have the sentence set aside . Genet would never return to prison .",Cocteau helped Genet to publish his novel .
"Before Giovanni can complete his seduction of the maid , Masetto and his friends arrive , searching for Giovanni and intending to kill him .","Masetto and his friends arrive , looking for Giovanni ."
"The incumbent Labor Mayor , Ken Livingstone was defeated by Conservative candidate Boris Johnson becoming London 's 2nd Mayor .","The first elected Mayor of London is Ken Livingstone , who was re-elected in 2004 . In 2008 , Boris Johnson became mayor ."
"A national park in the Alligator River region was proposed as early as 1965 , but took until 1978 for the Australian Government to make arrangements to acquire the titles over various tracts of land that now constitute Kakadu National Park .",A national park in the Alligator River region was proposed as early as 1965 . In 1978 the Australian Government took over the titles of various pieces of land that now makes up Kakadu National Park .
Damvant is a village and former municipality in the district of Porrentruy in the canton of Jura in Switzerland .,Damvant is a municipality of the district of Porrentruy in the canton of Jura in Switzerland .
"The Angiosperm Phylogeny Group 's 2009 classification classification places Agavaceae , along with a number of other families ( including Ruscaceae ) in an expanded family Asparagaceae , rejecting the alternative of keeping some of the families separate , as was permitted in their earlier 2003 proposal . Members of the APG have proposed the subfamily Agavoidae as a replacement for the old Agavaceae .","The Angiosperm Phylogeny Group 's APG II classification places Agavaceae , along with a number of other families ( including Ruscaceae ) in an expanded family Asparagaceae ."
"The team split when Kendrick was drafted to the SmackDown brand in June 2008 , and London was released later that year .",The team split when Kendrick was drafted to the SmackDown brand in June 2008 .
Web of the City ( originally published as Rumble ) is the first novel written by author Harlan Ellison .,Web of the City ( first called Rumble ) is the first book that was written by Harlan Ellison .
"He achieved eleven wins in his first professional season , equalling the record held by Alessandro Petacchi .","He got eleven wins in his first professional season , equalling the record held by Alessandro Petacchi ."
"Established on April 7 , 1948 , with headquarters in Geneva , Switzerland , the agency inherited the mandate and resources of its predecessor , the Health Organization , which was an agency of the League of Nations .","The World Health Organization ( WHO ) is part of the United Nations ( UN ) , working on international public health , with headquarters in Geneva , Switzerland . The WHO was established by the UN on April 7 , 1948 ."
"In 1900 , Mandelstam entered the prestigious Tenishevsky School . The writer Vladimir Nabokov and other significant figures of Russian and Soviet culture have been among its alumni .","In 1900 Mandelstam entered the prestigious Tenishevsky school , which also counts Vladimir Nabokov and other significant figures of Russian ( and Soviet ) culture among its alumni ."
"Tezcatlipoca was a central deity in Aztec religion , one of the four sons of Ometeotl , he is associated with a wide range of concepts including the night sky , the night winds , hurricanes , the north , the earth , obsidian , enmity , discord , rulership , divination , temptation , jaguars , sorcery , beauty , war and strife .","He was associated with many concepts . Some of these are the night sky , the night winds , hurricanes , the north , the earth , obsidian , enmity , discord , rulership , divination , temptation , sorcery , beauty , war and strife ."
"MÃ cents rÅ ani is a commune in Dolj County , Romania with a population of 5,195 people . It is composed of a single village , MÃ cents rÅ ani .","MÃ cents rÅ ani is a commune found in Dolj County , Romania ."
"In Fangorn forest Aragorn , Gimli and Legolas find not the hobbits but Gandalf , resurrected after his battle with the Balrog and now the significantly more powerful `` Gandalf the White '' .","In Fangorn , Aragon , Legolas and Gimli meet Gandalf ."
"The movement of a pure solvent to equalize solute concentrations on each side of a membrane generates a pressure and this is the `` osmotic pressure . '' Applying an external pressure to reverse the natural flow of pure solvent , thus , is reverse osmosis .",Reverse osmosis is a separation process that uses pressure to force a solution through a membrane that keeps the solute on one side and lets the pure solvent to go to the other side .
"Elettaria cardamomum ( the usual type of cardamom ) is used as a spice , a masticatory , and in medicine ; it is also smoked sometimes ; it is used as a food plant by the larva of the moth Endoclita hosei .",Elettaria cardamomum ( the usual type of cardamom ) is used as a spice and in medicine ; it is also smoked sometimes ; it is used as a food plant by the larva of the moth Endoclita hosei .
"Nourlangie Camp was again the site of a sawmill in the 1950s , until the local stands of cypress pine were exhausted .","Nourlangie Camp was again the site of a sawmill in the 1950s , until the cypress pines were cleared ."
MÃ thamis is a commune in the Vaucluse department in the Provence-Alpes-C Ã te d'Azur region in southeastern France .,MÃ thamis is a commune of 397 people ( 1999 ) . It is located in the region Provence-Alpes-C Ã te d'Azur in the Vaucluse department in the south of France .
"Tendons are similar to ligaments and fasciae as they are all made of collagen except that ligaments join one bone to another bone , and fasciae connect muscles to other muscles .",Tendons are similar to ligaments except that ligaments join one bone to another .
"As a result , products are formed faster and reactions reach their equilibrium state more rapidly . Most enzyme reaction rates are millions of times faster than those of comparable un-catalyzed reactions .","With an enzyme , reactions work faster than they would without ."
Emmanuel Olisadebe ( born 22 December 1978 in Warri ) is a Nigerian-born Polish football striker who last played for Chinese football club Henan Construction in the Chinese Super League .,Emmanuel Olisadebe ( born 22 December 1978 ) is a Polish football player .
"Jains have successfully sustained this longstanding religion to the present day and have significantly influenced and contributed to ethical , political and economic spheres in India .","Jains successfully sustained this ancient religion to this era and have significantly influenced and contributed to ethical , political and economic spheres in India ."
"In April 2000 , MINIX became free\/open source software under a permissive free software licence , but by this time other operating systems had surpassed its capabilities , and it remained primarily an operating system for students and hobbyists .","In April 2000 , MINIX became free\/open source software under a permissive free software licence , but by this time other operating systems were much better , and it was mostly used as an operating system for students and hobbyists ."
"Zanesville was named after Ebenezer Zane , who had constructed Zane 's Trace , a pioneer road through present-day Ohio .","Zanesville is a town in Ohio . It was founded by Ebenezer Zane , who settled there in 1797 ."
"Ellington went to Armstrong Technical High School in Washington , D.C. . He got his first job selling peanuts at Washington Senators baseball games .","Ellington went to Armstrong Technical High School in Washington , D.C. His first job was selling peanuts at Washington Senators baseball games ."
"Together with Australia , Canada , Japan , and New Zealand , they contribute about 80 â `` 85 % of the ICRC 's budget .","Together with Australia , Canada , Japan , and New Zealand , they contribute about 80-85 % of the ICRC 's budget ."
"In 1370 , Timur the Lame , decided to make Samarkand the capital of his empire , which extended from India to Turkey .","In 1370 , Timur the Lame , or Tamerlane , decided to make Samarkand the capital of his empire , which extended from India to Turkey ."
"Cornwall is rich in historic hedges , with over three-quarters of the hedges remaining today being anciently established .",Some hedges are very old .
"Malacca also has one international school called Melaka International School , which caters to the expatriate community in Malacca .",The capital city of Malacca is Malacca Town .
"Two species of crocodile occur in Kakadu : the Freshwater Crocodile ( Crocodylus johnstonii ) and the Estuarine , or Saltwater Crocodile ( C. porosus ) .","Two species of crocodile live in Kakadu : the Freshwater Crocodile ( Crocodylus johnstonii ) and the Estuarine , or Saltwater Crocodile ( C. porosus ) ."
"kdfrek ; While in London Pavlova was influential in the development of British ballet , most notably inspiring the career of Alicia Markova .","While in London Pavlova was influential in the development of British ballet , most notably inspiring the career of Alicia Markova ."
"Following the digital release of Intimacy , Bloc Party announced that they would embark on a UK tour , their first since December 2007 . In January 2009 , the band formally announced the tour , due to take place in October 2009 , and dubbed `` Bloctober '' .","After the digital release of Intimacy , Bloc Party said to the public that they would go on another UK tour , starting on 25 January 2009 in Glasgow ."
"Bad Aibling is a spa town and former district seat in Bavaria ( Germany ) on the river Mangfall , located some 35 miles southeast of Munich .",Bad Aibling is a town in Bavaria ( Germany ) . It is a former district seat and located on the river Mangfall about 35 miles southeast of Munich .
"The sphericity of the Earth was established by Hellenistic astronomy in the 3rd century BCE , and the earliest terrestrial globe appeared from that period .",The fact that the Earth is a sphere was established by Hellenistic astronomy in the 3rd century BCE . The earliest globe of the Earth appeared in that period .
"In geometry , a cross-section is the intersection of a figure in 2-dimensional space with a line , or of a body in 3-dimensional space with a plane , etc. .","In geometry the correct definition of cross section is : the intersection of a body in 2-dimensional space with a line , or of a body in 3-dimensional space with a plane ."
"Tripoli ( , TrÃ poli , formerly Î Ï Î Ï Î Î '' Î Ï , TrÃ polis ; traditionally Î Ï Î Ï Î Î '' Î Ï Ï Î Tripolitsa ) is a city of about 25,000 inhabitants in the central part of the Peloponnese , in Greece .",Tripoli ( Greek : Î Ï Î Ï Î Î '' Î ) is a city in Greece .
"The character of Sarah Jane , played by Sladen , appeared in Doctor Who from 1973 to 1976 , alongside Jon Pertwee as the Third Doctor and later Tom Baker as the Fourth Doctor .","The series stars Elisabeth Sladen as the journalist Sarah Jane Smith , who was a companion of the Third and Fourth Doctor in the classic Doctor Who series . Sladen played the original part of Sarah Jane from 1973 until 1976 ."
"Specifically , it is any loose rock that is larger than 2 mm ( 0.079 in ) in its smallest dimension ( about 1\/12 of an inch ) and no more than 64 m. The next smaller size class in geology is sand , which is ) 0.0625 t in size .",It is any loose rock that is larger than 2 mm ( 0.079 in ) in its smallest dimension ( about 1\/12 of an inch ) and no more than 64 mm ( 2.5 in ) .
"In 1919 , Carasso , who was from Ottoman Salonika , started a small yoghurt business in Barcelona and named the business Danone ( `` little Daniel '' ) after his son .","In 1919 , a Sephardic Jewish entrepreneur named Isaac Carasso started a small yoghurt business in Barcelona and named the business Danone ( `` little Daniel '' ) after his son ."
"According to his close friend and fellow author Ellen Glasgow , Cabell developed a friendship with a professor at the college which was considered by some to be `` too intimate '' and as a result Cabell was dismissed , although he was subsequently readmitted and finished his degree .","Ellen Glasgow , a writer and close friend of Cabell said that he had a friendship with a professor at the college which some people thought was `` too intimate '' . Because of this , Cabell had to leave the college ."
Saint-Laurent-de-Condel is a commune in the Calvados department in the Basse-Normandie region in northwestern France .,Saint-Laurent-de-Condel is a commune . It is found in the region Basse-Normandie in the Calvados department in the northwest of France .
"The increasing push of settlement , increased police efficiency , improvements in rail transport and communications technology , such as telegraphy , made it increasingly difficult for bushrangers to evade capture .","The increasing push of settlement , increased police efficiency , better rail transport and communications , such as telegraphy , made it increasingly difficult for bushrangers to evade capture ."
Filppula won his first Stanley Cup when Red Wings defeated Pittsburgh Penguins 4-2 in the 2008 Stanley Cup Finals .,Filppula won the Stanley Cup with the Detroit Red Wings in 2008 when they beat the Pittsburgh Penguins 4 games to 2 .
"It is the largest member of the group that bears its name , the moons orbiting between 11.4 and 13 million kilometers from Jupiter at an inclination of about 27.5 Â .","It is the biggest member of the group that bears its name , the moons orbiting between 11.4 and 13 million kilometers from Jupiter at an inclination of about 27.5 Â ."
"In WWE , London is a former one-time WWE Cruiserweight Champion , one-time World Tag Team Champion , and two-time WWE Tag Team Champion .","In WWE , London is a former WWE Cruiserweight Champion , World Tag Team Champion , and two-time WWE Tag Team Champion ."
"The title of Formula One World Champion Constructor is awarded to the car `` make '' that has scored the most points during the course of the season , where a car 's make takes into account both engine and chassis .",The title of Formula One World Champion Constructor is given to the car make that scores the most points during the season . The `` make '' of a car includes both the chassis and engine .
"This song is an unusual Beatles ' composition for a variety of reasons , namely its length ( nearly eight minutes ) , few lyrics ( only 14 different words are sung ) , 3-minute descent through repeated guitar chords ( a similar arpeggiated figure appears in `` Because '' , as well as McCartney 's `` Oh !","The song is an unusual Beatles song for many reasons , its length ( nearly eight minutes ) , small number of lyrics ( only fourteen different words are sung ) , three-minute descent through the same repeated guitar chords , and sudden ending ."
"Nickel Creek 's first performance was at That Pizza Place in Carlsbad , California in 1989 with Scott Thile , Chris 's father , playing string bass .","The band started in California in 1989 with Scott Thile , Chris ' father , playing the double bass ."
"Baltazar Maria de Morais JÃ nior or simply known as Baltazar ( born July 17 , 1959 in GoiÃ cents nia , Brazil ) is a retired Brazilian football player .",Baltazar Maria de Morais JÃ nior ( born 17 July 1959 ) is a former Brazilian football player .
Some of the first inhabitants of Gili Trawangan were from Sulawesi who are fishermen and farmers . Previously Gili Trawangan was covered in forest and deer lived on the island .,Gili Trawangan is the largest of Lombok 's Gili Islands .
"In 2003 , guqin music was proclaimed as one of the Masterpieces of the Oral and Intangible Heritage of Humanity by UNESCO .","In 2003 , guqin music was proclaimed one of the Masterpieces of the Oral and Intangible Heritage of Humanity by UNESCO ."
"Clumsy is the second studio album by Canadian alternative rock band Our Lady Peace , released on January 23 , 1997 by Columbia Records .","Clumsy is the second studio album by Canadian rock Our Lady Peace . It was released on January 23 , 1997 ."
The Tibetan Partridge ( Perdix hodgsoniae ) is a gamebird in the pheasant family Phasianidae of the order Galliformes .,"The Tibetan Partridge Perdix hodgsoniae is a gamebird in the pheasant family Phasianidae of the order Galliformes , gallinaceous birds ."
"Nevertheless , it did n't take long for Caesar to abscond again ; on 22 December he ran away from the island with a week 's worth of food by canoe .","Caesar soon escaped again ; on 22 December used a canoe to get off the island , taking a week 's worth of food ."
"Salvia is the largest genus of plants in the mint family , Lamiaceae , with approximately 700-900 species of shrubs , herbaceous perennials , and annuals .","Salvia is a genus in the mint family , Lamiaceae ."
Brabham and Lotus chassis were used extensively by other teams during the 1960s and 1970s and several quite competitive teams never built their own chassis .,Brabham and Lotus chassis were used by many other teams during the 1960s and 1970s .
"Other factors that affect damage include the attacker 's Attack and the defender 's Defense statistics , the types of both the defending PokÃ mon and the move used , and items held by either PokÃ mon. .","PokÃ mon have six statistics ( HP , Attack , Defense , Special Attack , Special Defense , and Speed ) which all affect how they perform in battles . Statistics can be raised by using items and by training the PokÃ mon."
"Streicher was found guilty of crimes against humanity at the Nuremberg War Crimes Trial and sentenced to death on October 1 , 1946 .","Julius Streicher was found guilty of crimes against humanity at the Nuremberg War Crimes Trial and sentenced to death on October 1 , 1946 ."
"In 1818 , Christian Gmelin was the first to observe that lithium salts give a bright red color to flame .","In 1818 , Christian Gmelin observed that lithium salts give a bright red color in flame ."
"He used planes of color and small brushstrokes that build up to form complex fields , at once both a direct expression of the sensations of the observing eye and an abstraction from observed nature .",He used planes of color and small brushstrokes that build up to form complex fields .
"It was later re-released as a special edition DVD ( which altered the original title 's `` II '' into `` 2 '' ) on August 31 , 2004 .","It was later retitled The Lion King 2 : Simba 's Pride when it was re-released as a special edition DVD on August 31 , 2004 ."
"Despite his short career in politics , Milk became an icon in San Francisco and `` a martyr for gay rights '' , according to University of San Francisco professor Peter Novak .","Milk became an icon in San Francisco and `` a martyr for gay rights '' , according to University of San Francisco professor Peter Novak ."
"Harrison , a grandson of President William Henry Harrison , was born in North Bend , Ohio , and moved to Indianapolis , Indiana at age 21 , eventually becoming a prominent politician there .","He was the Grandson of William Henry Harrison . His home was Indianapolis , Indiana ."
"It is written in a longhand form called wenzi pu ( æ -- å -- è ) ( literally `` written notation '' ) , said to have been created by Yong Menzhou during the Warring States Period , which gives all the details using ordinary written Chinese characters .","It is written in a longhand form called wenzi pu ã '' æ -- å -- è ã ( literally `` written notation '' ) , which gives all the details using ordinary written Chinese characters ."
Punk rock has distinguished itself from other non-mainstream genres by self-asserting an active anti-mainstream social movement that resists commercialism and corporate control .,Punk rock has set itself apart from other non-mainstream genres by self-asserting an active anti-mainstream social movement that resists commercialism and corporate control .
Lisieux is a commune in the Calvados department in the Basse-Normandie region in northwestern France .,Lisieux is a commune . It is found in the region Basse-Normandie in the Calvados department in the northwest of France .
"The voyage then progressed to Tahiti ( where the transit of Venus was observed , the overt purpose of the mission ) , to New Zealand and to the east coast of Australia , where Cook mapped the coastline and made landfall at Botany Bay and at Endeavour River ( near modern Cooktown ) in Queensland , where they spent almost seven weeks ashore while the ship was repaired after foundering on the Great Barrier Reef .","The voyage then went to Tahiti ( where the transit of Venus was observed , the purpose of the mission ) , to New Zealand and to the east coast of Australia , where Cook mapped the coastline and made landfall at Botany Bay and at Endeavour River ( near modern Cooktown ) in Queensland , where they spent seven weeks ashore while the ship was repaired after damage on the Great Barrier Reef ."
"A worker bee 's waggle dance involves running through a small figure-eight pattern : a waggle run ( aka waggle phase ) followed by a turn to the right to circle back to the starting point ( aka return phase ) , another waggle run , followed by a turn and circle to the left , and so on in a regular alternation between right and left turns after waggle runs .","The bee will run through a small wave-like pattern ( a waggle run or waggle phase ) . After this , it will turn to the right and circle back to the starting point ( the return phase ) ."
"It is located on the right bank of Indus River , approximately 18 kilometres north-west of the city of Hyderabad and 150 kilometres north-east from the provincial capital Karachi .",It is located on the right bank of Indus River . It is about 18 kilometres north-west of the city of Hyderabad .
"Other uses of Pedobear include an iStockphoto wallpaper , a cover of the auto magazine Import Tuner , and a flyer of a costume store in Portland , Oregon which accidentally featured a Pedobear-like figure , being later covered by a local news station , which provided a detailed history of Pedobear , and even interviewed Cheezburger Network 's CEO Ben Huh about Pedobear 's cultural significance .",Pedobear has also been featured as iStockphoto wallpaper and was in the background of a cover of the auto magazine Import Tuner .
He has been usually regarded as one of the greatest thinkers in so-called `` Practical Learning '' ( Silhak ) movement .,"He was also a thinker in the `` Practical Learning '' , ( silhak ) ."
"Jerry Lee Rice ( born October 13 , 1962 ) is a retired Hall of Fame American football wide receiver .","Jerry Lee Rice ( born October 13 , 1962 in Starkville , Mississippi ) is a former football wide receiver in the NFL ."
